Transaction ID,Customer ID,Customer Name,Age,Gender,City,Product Name,Category,Quantity,Unit Price,Discount (%),Total Amount,Purchase Date,Payment Method,Customer Rating,Order Status,Delivery Days,Membership Type
TXN00289,CUST0060,Hina Iqbal,47,Male,Quetta,Table Lamp,Home & Kitchen,6,22410.55,0.0,134463.3,2025-09-27,Debit Card,2.9,Delivered,7.0,Basic
TXN00046,CUST0005,Sara Farooq,59,Female,Lahore,Cutlery Set,Home & Kitchen,4,1185.32,25.0,3555.96,2025-09-27,Credit Card,1.2,Delivered,2.0,Silver
TXN00211,CUST0058,Fatima Javed,57,Male,Karachi,Formal Shirt,Clothing,6,15919.17,25.0,71636.26,2025-12-24,Credit Card,1.2,Delivered,11.0,Silver
TXN00033,CUST0056,Zeeshan Chaudhry,24,Female,Rawalpindi,Desk Organizer,Books & Stationery,3,3359.58,0.0,10078.74,2025-07-04,Mobile Wallet,3.0,Delivered,9.0,Platinum
TXN00078,CUST0037,Nadia Iqbal,55,Male,Islamabad,Cutlery Set,Home & Kitchen,3,13437.59,0.0,40312.77,2025-11-02,Bank Transfer,4.3,Delivered,11.0,Silver
TXN00232,CUST0008,Nadia Malik,52,Female,Peshawar,Formal Shirt,Clothing,1,24994.2,10.0,22494.78,2025-04-25,Mobile Wallet,2.9,Delivered,10.0,Platinum
TXN00134,CUST0027,Ali Hussain,30,Male,Quetta,Cooking Oil 3L,Groceries,3,2516.9,0.0,7550.7,2025-07-26,Mobile Wallet,2.8,Delivered,9.0,Basic
TXN00145,CUST0065,Junaid Abbasi,63,Male,Karachi,Face Wash,Beauty,6,22398.79,5.0,127673.1,2025-07-25,Credit Card,4.8,Delivered,2.0,Silver
TXN00157,CUST0008,Nadia Malik,52,Female,Peshawar,Cutlery Set,Home & Kitchen,4,6549.96,15.0,22269.86,2025-08-10,Mobile Wallet,2.5,Delivered,9.0,Platinum
TXN00064,CUST0050,Omar Farooq,51,Male,Sialkot,Smartwatch,Electronics,7,21679.64,15.0,128993.86,2025-07-03,Bank Transfer,1.8,Delivered,2.0,Basic
TXN00083,CUST0045,Mehak Raza,63,Female,Gujranwala,Moisturizer,Beauty,6,1294.27,5.0,7377.34,2025-04-16,Mobile Wallet,4.0,Delivered,10.0,Gold
TXN00233,CUST0049,Ayesha Ahmed,21,Male,Sialkot,Power Bank,Electronics,7,23703.08,5.0,157625.48,2025-04-29,Credit Card,2.8,Delivered,4.0,Basic
TXN00267,CUST0081,Amina Baig,58,Male,Rawalpindi,USB-C Cable,Electronics,5,23989.67,5.0,113950.93,2025-03-12,Mobile Wallet,,Delivered,1.0,Silver
TXN00243,CUST0076,Iqra Hussain,52,Female,Karachi,Desk Organizer,Books & Stationery,1,419.98,15.0,356.98,2025-12-26,Debit Card,,Delivered,11.0,Silver
TXN00042,CUST0087,Kashif Hussain,64,Female,Quetta,Sketch Pens Set,Books & Stationery,4,7328.16,20.0,23450.11,2025-05-21,Mobile Wallet,2.3,Delivered,3.0,Basic
TXN00173,CUST0002,Zainab Ahmed,42,Female,Gujranwala,Dumbbell Set,Sports & Fitness,2,13422.93,15.0,22818.98,2025-10-18,Cash,1.9,Processing,3.0,Gold
TXN00110,CUST0084,Farhan Qureshi,41,Male,Sialkot,Women's Kurta,Clothing,5,5588.08,0.0,27940.4,2025-05-31,Credit Card,2.7,Delivered,3.0,Silver
TXN00177,CUST0089,Hamza Farooq,18,Male,Multan,Power Bank,Electronics,6,14631.93,15.0,74622.84,2025-01-14,Debit Card,,Delivered,7.0,Silver
TXN00218,CUST0070,Maria Chaudhry,64,Female,Multan,Power Bank,Electronics,4,3361.27,0.0,13445.08,2025-09-04,Mobile Wallet,1.5,Returned,9.0,Gold
TXN00122,CUST0044,Faisal Butt,64,Male,Gujranwala,Formal Shirt,Clothing,2,19440.23,10.0,34992.41,2025-03-20,Mobile Wallet,4.9,Cancelled,6.0,Basic
TXN00052,CUST0059,Ayesha Yousaf,25,Female,Multan,Smartwatch,Electronics,5,6268.48,10.0,28208.16,2025-03-25,Cash,4.4,Cancelled,7.0,Gold
TXN00057,CUST0023,Waleed Malik,60,Male,Multan,Non-Stick Pan,Home & Kitchen,7,398.99,0.0,2792.93,2025-07-21,Cash,3.3,Returned,11.0,Silver
TXN00244,CUST0015,Nadia Raza,140,Male,Multan,Non-Stick Pan,Home & Kitchen,3,13186.34,5.0,37581.07,2025-04-17,Mobile Wallet,4.6,Delivered,7.0,Basic
TXN00159,CUST0068,Kashif Ahmed,43,Male,Lahore,Green Tea Pack,Groceries,6,9477.12,0.0,56862.72,2025-03-04,Debit Card,2.6,Cancelled,3.0,Basic
TXN00086,CUST0051,Zeeshan Hussain,33,Male,Gujranwala,Smartphone Case,Electronics,5,16491.29,15.0,70087.98,2025-04-22,Credit Card,2.3,Delivered,1.0,Basic
TXN00121,CUST0001,Sara Hussain,48,Female,Rawalpindi,Blender,Home & Kitchen,4,435.19,15.0,1479.65,2025-12-07,Credit Card,4.5,Delivered,4.0,Silver
TXN00292,CUST0069,Maria Khan,38,Female,Multan,Denim Jeans,Clothing,4,23731.57,5.0,90179.97,2025-01-23,Mobile Wallet,4.9,Delivered,10.0,Basic
TXN00294,CUST0030,Ayesha Hussain,41,Male,Quetta,Face Wash,Beauty,4,22344.36,0.0,89377.44,2025-05-09,Mobile Wallet,3.6,Delivered,2.0,Silver
TXN00185,CUST0059,Ayesha Yousaf,25,Female,Multan,Table Lamp,Home & Kitchen,2,5657.83,0.0,11315.66,2025-08-02,Bank Transfer,2.7,Delivered,1.0,Gold
TXN00277,CUST0042,Fatima Farooq,140,Female,Faisalabad,Face Wash,Beauty,7,690.34,10.0,4349.14,2025-08-22,Debit Card,4.3,Delivered,9.0,Gold
TXN00209,CUST0063,Hamza Sheikh,61,Female,Rawalpindi,Blender,Home & Kitchen,3,20314.47,5.0,-57896.24,2025-11-05,Cash,3.4,Delivered,6.0,Gold
TXN00088,CUST0040,Hamza Chaudhry,29,Female,Peshawar,Resistance Bands,Sports & Fitness,2,13689.35,15.0,23271.9,2025-10-07,Credit Card,3.4,Delivered,11.0,Gold
TXN00166,CUST0023,Waleed Malik,60,Male,Multan,Notebook Pack,Books & Stationery,6,18809.02,5.0,107211.41,2025-06-04,Debit Card,2.0,Delivered,2.0,Silver
TXN00014,CUST0069,Maria Khan,38,Female,Multan,Hair Serum,Beauty,5,16336.06,25.0,61260.23,2025-02-27,Credit Card,3.0,Delivered,2.0,Basic
TXN00259,CUST0047,Ayesha Hussain,33,Male,Peshawar,Football,Sports & Fitness,6,1994.94,15.0,10174.19,2025-11-04,Mobile Wallet,4.0,Delivered,7.0,Basic
TXN00106,CUST0086,Waleed Malik,63,Female,Gujranwala,Vacuum Flask,Home & Kitchen,4,20765.11,15.0,70601.37,2025-06-18,Debit Card,1.2,Delivered,1.0,Silver
TXN00241,CUST0062,Noor Javed,61,Female,Sialkot,Basmati Rice 5kg,Groceries,2,8673.88,15.0,14745.6,2025-04-23,Mobile Wallet,1.4,Delivered,3.0,Silver
TXN00183,CUST0050,Omar Farooq,51,Male,Sialkot,Planner 2026,Books & Stationery,4,12630.1,10.0,45468.36,2025-09-20,Debit Card,3.0,Delivered,11.0,Basic
TXN00050,CUST0037,Nadia Iqbal,55,Male,Islamabad,Sports Shoes,Clothing,4,17176.48,0.0,68705.92,2025-09-28,Cash,4.7,Delivered,4.0,Silver
TXN00224,CUST0067,Faisal Baig,46,Male,Karachi,Basmati Rice 5kg,Groceries,7,2630.24,30.0,12888.18,2025-06-12,Debit Card,1.4,Delivered,9.0,Basic
TXN00006,CUST0029,Waleed Chaudhry,56,Male,Multan,Honey Jar,Groceries,7,19597.96,0.0,137185.72,2025-05-23,Credit Card,4.5,Cancelled,11.0,Gold
TXN00018,CUST0049,Ayesha Ahmed,21,Male,Sialkot,Table Lamp,Home & Kitchen,5,9208.24,10.0,41437.08,2025-10-22,Mobile Wallet,4.5,Delivered,9.0,Basic
TXN00245,CUST0052,Warda Khan,26,Male,Islamabad,Basmati Rice 5kg,Groceries,2,8997.38,5.0,17095.02,2025-04-10,Debit Card,4.1,Returned,2.0,Silver
TXN00117,CUST0066,Sana Malik,27,Male,Sialkot,Cutlery Set,Home & Kitchen,4,11706.9,15.0,39803.46,2025-05-08,Credit Card,2.3,Delivered,7.0,Basic
TXN00239,CUST0059,Ayesha Yousaf,25,Female,Multan,Non-Stick Pan,Home & Kitchen,1,18862.53,10.0,16976.28,2025-01-30,Debit Card,4.5,Delivered,8.0,Gold
TXN00107,CUST0086,Waleed Malik,63,Female,Gujranwala,Women's Kurta,Clothing,3,19020.38,,45648.91,2025-05-07,Credit Card,,Delivered,,Silver
TXN00188,CUST0069,Maria Khan,38,Female,Multan,Formal Shirt,Clothing,3,6485.7,5.0,18484.24,2025-08-21,Mobile Wallet,5.0,Delivered,7.0,Basic
TXN00163,CUST0085,Salman Ahmed,47,Male,Quetta,Denim Jeans,Clothing,6,10160.12,0.0,60960.72,2025-01-31,Bank Transfer,3.6,Delivered,2.0,Platinum
TXN00135,CUST0088,Waleed Farooq,20,Female,Lahore,Smartphone Case,Electronics,2,5383.75,30.0,7537.25,2025-10-25,Mobile Wallet,3.1,Processing,3.0,Basic
TXN00246,CUST0025,Iqra Sheikh,63,Male,Lahore,USB-C Cable,Electronics,1,10260.86,0.0,10260.86,2025-04-17,Credit Card,4.9,Delivered,3.0,Platinum
TXN00191,CUST0060,Hina Iqbal,47,Male,Quetta,Table Lamp,Home & Kitchen,5,10385.58,15.0,44138.71,2025-10-22,Cash,2.3,Delivered,4.0,Basic
TXN00065,CUST0060,Hina Iqbal,47,Male,Quetta,Football,Sports & Fitness,3,18067.02,20.0,43360.85,2025-08-17,Debit Card,2.3,Delivered,5.0,Basic
TXN00027,CUST0073,Faisal Iqbal,59,Female,Karachi,Dry Fruits Mix,Groceries,4,8659.88,20.0,27711.62,2025-05-01,Mobile Wallet,4.1,Delivered,6.0,Basic
TXN00215,CUST0051,Zeeshan Hussain,33,Male,Gujranwala,Denim Jeans,Clothing,6,9930.27,10.0,53623.46,2025-11-28,Credit Card,1.7,Delivered,11.0,Basic
TXN00170,CUST0087,Kashif Hussain,64,Female,Quetta,Cricket Bat,Sports & Fitness,7,7742.61,15.0,46068.53,2025-03-17,Debit Card,3.4,Cancelled,4.0,Basic
TXN00181,CUST0045,Mehak Raza,63,Female,Gujranwala,Face Wash,Beauty,5,3636.47,15.0,15455.0,2025-08-13,Cash,3.7,Delivered,8.0,Gold
TXN00101,CUST0042,Fatima Farooq,43,Female,Faisalabad,Bluetooth Speaker,Electronics,5,20631.24,0.0,103156.2,2025-01-10,Mobile Wallet,4.4,Delivered,2.0,Gold
TXN00198,CUST0020,Faisal Chaudhry,38,Female,Peshawar,Table Lamp,Home & Kitchen,5,6365.48,0.0,31827.4,2025-11-11,Credit Card,2.8,Delivered,3.0,Gold
TXN00136,CUST0039,Nadia Malik,32,Male,Multan,Winter Jacket,Clothing,1,4093.97,0.0,4093.97,2025-02-24,Mobile Wallet,3.3,Delivered,3.0,Silver
TXN00290,CUST0056,Zeeshan Chaudhry,24,Female,Rawalpindi,Green Tea Pack,Groceries,4,14675.38,10.0,52831.37,2025-02-14,Bank Transfer,4.3,Delivered,6.0,Platinum
TXN00266,CUST0004,Asad Javed,36,Male,Sialkot,Cutlery Set,Home & Kitchen,2,2912.03,5.0,5532.86,2025-01-14,Bank Transfer,2.5,Cancelled,9.0,Basic
TXN00199,CUST0073,Faisal Iqbal,59,Female,Karachi,Sketch Pens Set,Books & Stationery,7,5273.3,150.0,27684.82,2025-07-13,Mobile Wallet,4.7,Delivered,1.0,Basic
TXN00118,CUST0041,Danish Ahmed,46,Male,Gujranwala,Smartphone Case,Electronics,2,18160.91,5.0,34505.73,2025-11-11,Bank Transfer,3.3,Delivered,3.0,Basic
TXN00167,CUST0081,Amina Baig,58,Male,Rawalpindi,Moisturizer,Beauty,3,19736.22,25.0,44406.5,2025-10-18,Debit Card,3.9,Delivered,3.0,Silver
TXN00226,CUST0018,Iqra Khan,34,Male,Rawalpindi,Bed Sheet Set,Home & Kitchen,2,10000.55,5.0,19001.04,2025-01-18,Mobile Wallet,2.1,Delivered,10.0,Silver
TXN00137,CUST0069,Maria Khan,38,Female,Multan,Lipstick Set,Beauty,2,20074.42,10.0,36133.96,2025-08-26,Credit Card,4.8,Delivered,10.0,Basic
TXN00030,CUST0047,Ayesha Hussain,33,Male,Peshawar,Basmati Rice 5kg,Groceries,5,480.67,5.0,2283.18,2025-03-03,Mobile Wallet,3.5,Delivered,8.0,Basic
TXN00080,CUST0001,Sara Hussain,48,Female,Rawalpindi,Planner 2026,Books & Stationery,2,23117.45,5.0,43923.15,2025-04-15,Mobile Wallet,1.0,Delivered,8.0,Silver
TXN00205,CUST0027,Ali Hussain,30,Male,Quetta,Cooking Oil 3L,Groceries,1,12040.05,15.0,10234.04,2025-02-21,Mobile Wallet,2.3,Delivered,4.0,Basic
TXN00141,CUST0039,Nadia Malik,32,Male,Multan,Spice Set,Groceries,1,14946.03,0.0,14946.03,2025-09-19,Mobile Wallet,1.2,Delivered,8.0,Silver
TXN00158,CUST0026,Sana Baig,-5,Male,Peshawar,Power Bank,Electronics,4,24853.72,0.0,99414.88,2025-03-18,Mobile Wallet,3.1,Delivered,3.0,Platinum
TXN00132,CUST0088,Waleed Farooq,20,Female,Lahore,Yoga Mat,Sports & Fitness,5,20801.47,30.0,72805.15,2025-08-14,Cash,4.8,Delivered,10.0,Basic
TXN00040,CUST0010,Kashif Ahmed,50,Male,Rawalpindi,Football,Sports & Fitness,5,15001.76,5.0,71258.36,2025-06-30,Cash,3.0,Delivered,11.0,Silver
TXN00255,CUST0002,Zainab Ahmed,42,Female,Gujranwala,Honey Jar,Groceries,1,15001.18,30.0,10500.83,2025-12-20,Cash,1.8,Delivered,3.0,Gold
TXN00206,CUST0072,Salman Farooq,62,Male,Rawalpindi,Notebook Pack,Books & Stationery,4,23838.49,15.0,81050.87,2025-03-11,Debit Card,4.5,Delivered,2.0,Basic
TXN00216,CUST0007,Amina Hussain,53,Male,Karachi,Honey Jar,Groceries,2,17096.86,0.0,34193.72,2025-07-04,Credit Card,0.0,Delivered,8.0,Basic
TXN00229,CUST0017,Farhan Javed,44,Female,Multan,Table Lamp,Home & Kitchen,2,20510.22,10.0,36918.4,2025-04-26,Cash,4.7,Delivered,3.0,Basic
TXN00055,CUST0065,Junaid Abbasi,63,Male,Karachi,Dry Fruits Mix,Groceries,1,1036.92,5.0,985.07,2025-05-20,Bank Transfer,1.7,Delivered,1.0,Silver
TXN00298,CUST0055,Maria Ahmed,38,Female,Karachi,Men's T-Shirt,Clothing,4,17755.39,10.0,63919.4,2025-12-27,Credit Card,4.4,Delivered,2.0,Basic
TXN00201,CUST0015,Nadia Raza,41,Male,Multan,Perfume 100ml,Beauty,3,14424.5,0.0,43273.5,2025-08-30,Bank Transfer,1.3,Cancelled,9.0,Basic
TXN00044,CUST0044,Faisal Butt,64,Male,Gujranwala,Men's T-Shirt,Clothing,4,19861.77,15.0,67530.02,2025-08-20,Mobile Wallet,2.9,Delivered,5.0,Basic
TXN00262,CUST0051,Zeeshan Hussain,33,Male,Gujranwala,Lipstick Set,Beauty,5,16536.15,15.0,70278.64,2025-03-10,Debit Card,4.2,Delivered,8.0,Basic
TXN00049,CUST0048,Noor Hussain,35,Female,Islamabad,Blender,Home & Kitchen,4,8527.43,5.0,32404.23,2025-07-20,Credit Card,4.4,Delivered,9.0,Basic
TXN00036,CUST0059,Ayesha Yousaf,25,Female,Multan,Novel - Fiction,Books & Stationery,6,1509.4,0.0,9056.4,2025-02-07,Cash,4.4,Delivered,7.0,Gold
TXN00060,CUST0077,Zeeshan Abbasi,57,Male,Rawalpindi,Dry Fruits Mix,Groceries,5,18226.51,10.0,82019.29,2025-04-08,Credit Card,4.9,Delivered,9.0,Silver
TXN00144,CUST0076,Iqra Hussain,-5,Female,Karachi,Novel - Fiction,Books & Stationery,4,18493.36,10.0,66576.1,2025-07-13,Cash,4.0,Delivered,3.0,Silver
TXN00054,CUST0072,Salman Farooq,62,Male,Rawalpindi,Yoga Mat,Sports & Fitness,3,20385.04,5.0,58097.36,2025-07-19,Credit Card,3.4,Delivered,9.0,Basic
TXN00021,CUST0045,Mehak Raza,63,Female,Gujranwala,Sketch Pens Set,Books & Stationery,3,4094.24,10.0,11054.45,2025-09-01,Mobile Wallet,2.5,Processing,2.0,Gold
TXN00125,CUST0004,Asad Javed,36,Male,Sialkot,Formal Shirt,Clothing,3,21896.06,0.0,65688.18,2025-12-09,Debit Card,2.9,Delivered,6.0,Basic
TXN00143,CUST0008,Nadia Malik,52,Female,Peshawar,Desk Organizer,Books & Stationery,5,8887.54,15.0,37772.05,2025-10-11,Credit Card,4.8,Delivered,8.0,Platinum
TXN00111,CUST0008,Nadia Malik,52,Female,Peshawar,Yoga Mat,Sports & Fitness,3,9210.74,0.0,27632.22,2025-07-11,Debit Card,2.1,Delivered,4.0,Platinum
TXN00293,CUST0040,Hamza Chaudhry,29,Female,Peshawar,Sketch Pens Set,Books & Stationery,1,10014.56,20.0,8011.65,2025-11-06,Credit Card,3.1,Cancelled,8.0,Gold
TXN00077,CUST0038,Junaid Raza,31,Female,Lahore,Cutlery Set,Home & Kitchen,2,6553.66,0.0,13107.32,2025-05-19,Credit Card,4.7,Delivered,2.0,Gold
TXN00280,CUST0088,Waleed Farooq,20,Female,Lahore,Moisturizer,Beauty,1,7596.15,25.0,5697.11,2025-06-30,Mobile Wallet,2.6,Processing,1.0,Basic
TXN00271,CUST0065,Junaid Abbasi,63,Male,Karachi,Denim Jeans,Clothing,4,9391.9,10.0,33810.84,2025-04-17,Mobile Wallet,1.6,Returned,11.0,Silver
TXN00108,CUST0023,Waleed Malik,60,Male,Multan,Green Tea Pack,Groceries,4,17013.31,0.0,68053.24,2025-05-12,Mobile Wallet,1.8,Delivered,1.0,Silver
TXN00094,CUST0022,Sana Khan,22,Female,Lahore,Smartwatch,Electronics,6,3157.89,5.0,17999.97,2025-06-14,Credit Card,1.8,Delivered,11.0,Silver
TXN00013,CUST0071,Nadia Khan,41,Male,Karachi,Cricket Bat,Sports & Fitness,4,19666.8,10.0,70800.48,2025-11-14,Mobile Wallet,1.6,Delivered,7.0,Basic
TXN00017,CUST0008,Nadia Malik,52,Female,Peshawar,Perfume 100ml,Beauty,4,17639.45,10.0,63502.02,2025-08-02,Bank Transfer,2.3,Delivered,8.0,Platinum
TXN00048,CUST0027,Ali Hussain,30,Male,Quetta,Sports Shoes,Clothing,3,10034.91,5.0,28599.49,2025-02-25,Mobile Wallet,1.4,Delivered,1.0,Basic
TXN00187,CUST0066,Sana Malik,27,Male,Sialkot,Cooking Oil 3L,Groceries,6,5997.77,25.0,26989.97,2025-12-10,Mobile Wallet,4.0,Processing,6.0,Basic
TXN00204,CUST0033,Amina Ahmed,26,Male,Multan,Perfume 100ml,Beauty,7,6669.98,15.0,39686.38,2025-08-23,Cash,1.6,Delivered,11.0,Platinum
TXN00265,CUST0069,Maria Khan,38,Female,Multan,Novel - Fiction,Books & Stationery,4,9395.34,0.0,37581.36,2025-10-12,Credit Card,1.8,Returned,2.0,Basic
TXN00120,CUST0024,Rabia Raza,25,Male,Faisalabad,Moisturizer,Beauty,1,1251.99,15.0,1064.19,2025-11-29,Bank Transfer,1.1,Cancelled,7.0,Silver
TXN00022,CUST0077,Zeeshan Abbasi,57,Male,Rawalpindi,Sketch Pens Set,Books & Stationery,3,17285.33,15.0,44077.59,2025-10-02,Cash,3.6,Delivered,5.0,Silver
TXN00147,CUST0052,Warda Khan,26,Male,Islamabad,Denim Jeans,Clothing,2,7915.83,0.0,15831.66,2025-09-15,Cash,3.8,Delivered,7.0,Silver
TXN00179,CUST0046,Junaid Baig,28,Male,Sialkot,Formal Shirt,Clothing,6,8455.97,15.0,43125.45,2025-08-24,Bank Transfer,1.3,Delivered,10.0,Basic
TXN00084,CUST0004,Asad Javed,36,Male,Sialkot,Sunscreen SPF50,Beauty,3,23704.13,5.0,67556.77,2025-09-25,Debit Card,2.6,Delivered,9.0,Basic
TXN00131,CUST0061,Mehak Abbasi,29,Male,Quetta,Cutlery Set,Home & Kitchen,1,24228.18,5.0,23016.77,2025-10-16,Mobile Wallet,2.1,Delivered,3.0,Silver
TXN00230,CUST0066,Sana Malik,27,Male,Sialkot,Novel - Fiction,Books & Stationery,1,15067.04,20.0,12053.63,2025-01-05,Credit Card,3.0,Delivered,1.0,Basic
TXN00260,CUST0053,Zeeshan Ahmed,31,Female,Multan,Perfume 100ml,Beauty,3,17522.66,25.0,39425.99,2025-01-22,Credit Card,3.7,Delivered,7.0,Silver
TXN00124,CUST0010,Kashif Ahmed,50,Male,,Resistance Bands,Sports & Fitness,5,10796.99,,51285.7,2025-02-16,,,Cancelled,,Silver
TXN00034,CUST0011,Warda Raza,25,Female,Sialkot,Dumbbell Set,Sports & Fitness,3,-19903.95,0.0,59711.85,2025-03-22,Mobile Wallet,4.2,Cancelled,7.0,Basic
TXN00005,CUST0079,Iqra Butt,33,Male,Faisalabad,Face Wash,Beauty,5,603.88,10.0,2717.46,2025-09-21,Debit Card,2.2,Delivered,10.0,Basic
TXN00020,CUST0022,Sana Khan,22,Female,Lahore,Wireless Earbuds,Electronics,2,8553.01,0.0,17106.02,2025-09-24,Cash,4.0,Cancelled,4.0,Silver
TXN00220,CUST0036,Mehak Iqbal,49,Female,Rawalpindi,Denim Jeans,Clothing,5,648.88,25.0,2433.3,2025-08-09,Cash,1.2,Delivered,3.0,Silver
TXN00030,CUST0047,Ayesha Hussain,33,Male,Peshawar,Basmati Rice 5kg,Groceries,5,480.67,5.0,2283.18,2025-03-03,Mobile Wallet,3.5,Delivered,8.0,Basic
TXN00150,CUST0089,Hamza Farooq,18,Male,Multan,Spice Set,Groceries,3,6129.13,15.0,15629.28,2025-01-22,Debit Card,3.0,Cancelled,11.0,Silver
TXN00225,CUST0079,Iqra Butt,33,Male,Faisalabad,Desk Organizer,Books & Stationery,6,15179.53,20.0,72861.74,2025-05-07,Credit Card,2.1,Delivered,2.0,Basic
TXN00248,CUST0030,Ayesha Hussain,41,Male,Quetta,Football,Sports & Fitness,3,14323.32,0.0,42969.96,2025-04-29,Bank Transfer,1.3,Delivered,2.0,Silver
TXN00275,CUST0073,Faisal Iqbal,59,Female,Karachi,Lipstick Set,Beauty,7,7344.96,15.0,43702.51,2025-12-28,Debit Card,2.0,Delivered,1.0,Basic
TXN00152,CUST0032,Asad Khan,26,Male,Rawalpindi,Bed Sheet Set,Home & Kitchen,4,10361.85,10.0,37302.66,2025-10-05,Cash,4.3,Delivered,7.0,Basic
TXN00234,CUST0058,Fatima Javed,57,Male,Karachi,Football,Sports & Fitness,2,17720.23,0.0,35440.46,2025-08-04,Credit Card,3.6,Delivered,1.0,Silver
TXN00011,CUST0022,Sana Khan,22,Female,Lahore,Sketch Pens Set,Books & Stationery,2,18445.14,0.0,36890.28,2025-01-06,Mobile Wallet,3.8,Delivered,3.0,Silver
TXN00072,CUST0077,Zeeshan Abbasi,57,Male,Rawalpindi,Hair Serum,Beauty,6,7612.01,5.0,43388.46,2025-11-01,Bank Transfer,4.0,Delivered,5.0,Silver
TXN00253,CUST0041,Danish Ahmed,46,Male,Gujranwala,Dumbbell Set,Sports & Fitness,5,3604.52,15.0,15319.21,2025-12-19,Credit Card,2.0,Delivered,10.0,Basic
TXN00093,CUST0069,Maria Khan,38,Female,Multan,Winter Jacket,Clothing,6,21556.08,0.0,129336.48,2025-05-14,Bank Transfer,2.3,Cancelled,1.0,Basic
TXN00193,CUST0068,Kashif Ahmed,43,Male,Lahore,Moisturizer,Beauty,2,1904.19,0.0,3808.38,2025-12-03,Mobile Wallet,1.1,Delivered,7.0,Basic
TXN00258,CUST0024,Rabia Raza,25,Male,Faisalabad,Sports Shoes,Clothing,4,1964.15,25.0,5892.45,2025-10-05,Bank Transfer,1.8,Delivered,2.0,Silver
TXN00300,CUST0028,Sara Ahmed,39,Male,Gujranwala,Notebook Pack,Books & Stationery,1,22087.32,15.0,18774.22,2025-11-26,Debit Card,3.8,Delivered,10.0,Basic
TXN00196,CUST0008,Nadia Malik,52,Female,Peshawar,Table Lamp,Home & Kitchen,3,12087.65,5.0,34449.8,2025-09-27,Credit Card,1.2,Delivered,3.0,Platinum
TXN00138,CUST0055,Maria Ahmed,38,Female,Karachi,Denim Jeans,Clothing,4,23658.63,5.0,89902.79,2025-04-29,Credit Card,3.2,Delivered,9.0,Basic
TXN00261,CUST0025,Iqra Sheikh,63,Male,Lahore,Cricket Bat,Sports & Fitness,2,5299.41,10.0,9538.94,2025-05-03,Cash,3.3,Delivered,6.0,Platinum
TXN00039,CUST0062,Noor Javed,61,Female,Sialkot,Green Tea Pack,Groceries,6,20243.56,30.0,85022.95,2025-08-21,Cash,2.6,Delivered,4.0,Silver
TXN00202,CUST0033,Amina Ahmed,26,Male,Multan,Vacuum Flask,Home & Kitchen,4,8011.69,30.0,22432.73,2025-02-17,Credit Card,2.5,Delivered,9.0,Platinum
TXN00190,CUST0038,Junaid Raza,31,Female,,Cricket Bat,Sports & Fitness,7,22680.84,,134951.0,2025-12-16,,,Delivered,,Gold
TXN00252,CUST0077,Zeeshan Abbasi,57,Male,Rawalpindi,Green Tea Pack,Groceries,4,11717.03,5.0,44524.71,2025-09-11,Credit Card,2.0,Delivered,4.0,Silver
TXN00113,CUST0045,Mehak Raza,63,Female,Gujranwala,Notebook Pack,Books & Stationery,6,13293.7,30.0,55833.54,2025-06-11,Credit Card,2.6,Returned,1.0,Gold
TXN00184,CUST0079,Iqra Butt,33,Male,Faisalabad,Notebook Pack,Books & Stationery,1,13037.48,10.0,11733.73,2025-07-07,Debit Card,3.0,Processing,11.0,Basic
TXN00153,CUST0041,Danish Ahmed,46,Male,Gujranwala,Notebook Pack,Books & Stationery,6,24872.16,20.0,119386.37,2025-02-13,Credit Card,2.3,Delivered,10.0,Basic
TXN00192,CUST0055,Maria Ahmed,38,Female,Karachi,Planner 2026,Books & Stationery,4,5928.33,15.0,20156.32,2025-12-25,Credit Card,1.1,Delivered,7.0,Basic
TXN00045,CUST0030,Ayesha Hussain,41,Male,Quetta,Desk Organizer,Books & Stationery,7,19753.47,0.0,138274.29,2025-03-04,Debit Card,1.4,Processing,7.0,Silver
TXN00276,CUST0041,Danish Ahmed,46,Male,Gujranwala,Hair Serum,Beauty,5,18744.27,10.0,84349.22,2025-09-04,Cash,,Delivered,7.0,Basic
TXN00007,CUST0045,Mehak Raza,63,Female,Gujranwala,Power Bank,Electronics,7,16742.41,15.0,99617.34,2025-08-15,Cash,4.6,Delivered,1.0,Gold
TXN00251,CUST0029,Waleed Chaudhry,56,Male,Multan,Planner 2026,Books & Stationery,1,12097.92,20.0,9678.34,2025-02-10,Credit Card,3.7,Delivered,8.0,Gold
TXN00076,CUST0016,Kashif Qureshi,48,Female,Rawalpindi,Vacuum Flask,Home & Kitchen,4,3554.34,0.0,14217.36,2025-03-08,Mobile Wallet,2.9,Delivered,11.0,Gold
TXN00001,CUST0055,Maria Ahmed,38,Female,Karachi,Football,Sports & Fitness,1,3192.46,0.0,3192.46,2025-06-27,Bank Transfer,2.7,Delivered,8.0,Basic
TXN00069,CUST0012,Asad Abbasi,38,Male,Sialkot,Dumbbell Set,Sports & Fitness,5,12539.01,0.0,62695.05,2025-03-27,Bank Transfer,2.2,Returned,3.0,Basic
TXN00168,CUST0066,Sana Malik,27,Male,Sialkot,Denim Jeans,Clothing,6,24027.47,150.0,122540.1,2025-10-24,Credit Card,4.9,Delivered,11.0,Basic
